Tweets,Task A
" Image Shaukat Ali was accosted by a mob in Assam state\r\nWith an increase in hate crimes against Muslims in India in recent years, some fear the worlds largest democracy is becoming dangerously intolerant under the Hindu nationalist Bharatiya Janata\u2026 [+9718 chars]"",",0
"A photograph related to BJP’s East Delhi candidate Gautam Gambhir’s campaign trail has gone viral on social media. In the image, Gambhir can be seen seated on the front passenger seat while an unidentified man is standing on top of the vehicle and waving at the crowd. It is being claimed that Gambhir had hired a doppelganger who was campaigning on his behalf. Aam Aadmi Party supporter Kapil tweeted the photo claiming that Gambhir had “hired a ‘duplicate’ to stand for him in the heat and campaign for him!",1
" BJP president Amit Shah, UP CM Yogi Adityanath and the partys candidate Ravi Kishan at a roadshow in Gorakhpur.\xa0 (Photo by Vishal Srivastava)\r\nIts still pleasant at 8 am and morning walkers are returning from the promenade around the Ramgarh Tal in Gorakhpurs\u2026 [+14525 chars]',",0
" Only a few days ago, as Indias mammoth election neared an end, Time Magazine dedicated its cover to Indias prime minister Narendra Modi, labeling him the countrys divider in chief.\r\nIts catchy branding found nods amongst those who oppose the Bharatiya Janata \u2026 [+2841 chars]",1
" Lashing out at the opposition parties, Prime Minister Narendra Modi said on Tuesday the Congress and the RJD will push 21st century India into darkness, if voted to power.\r\nAddressing a rally here, Modi also claimed that it was just the ""BJP-led NDA dispensat\u2026 [+1190 chars]',",0
" u""Samajwadi Party (SP) president Akhilesh Yadav on Wednesday equated his partys gathbandhan (alliance) with the Bahujan Samaj Party (BSP) in Uttar Pradesh to a trial that didn't succeed and declared that the path in politics was open for his party.\r\nIts fine, t\u2026",0
Home Minister Rajnath Singh has retained the Lucknow seat by defeating his nearest rival Poonam Sinha by over 3.4 lakh votes.,0
" Former Chief Election Commissioner S Y Quraishi. (Express file photo)\r\nFormer Chief Election Commissioner S Y Quraishi Saturday said there was no possibility of manipulating the EVM-VVPAT system, but the Election Commission should explain to the opposition an\u2026 [+1823 chars]',",0
" SASARAM/BUXAR (BIHAR): Lambasting the Congress over Sam Pitrodas hua to hua remark on the 1984 anti-Sikh riots, Prime Minister Narendra Modi on Tuesday said the nation is fed up and is saying ""ab bahut hua"" (enough is enough). \r\nModi charged that Pitroda\'s co\u2026 [+4116 chars]',",0
As #CycloneFani intensified the RSS workers are well prepared to help people who are affected by #FaniCyclone in #Odisha Hats off to these volunteers. @vanitajain21 @VandanaJayrajan @vipin_239 @NaMo_Phani @MuralikrishnaE1 @Namratakm @AnilJ_Modi19 @Shankar27273 @AjayPandey_,0
" Tribune News Service Gaggar Majra (Khanna), May 13\r\nCongress president Rahul Gandhi said on Monday that senior party leader Sam Pitroda should be ""ashamed"" of his comments on the anti-Sikh riots of 1984.\r\nGandhi, who was addressing a rally at Gaggar Majra vil\u2026 [+1498 chars]',",1
" u""Samajwadi Party (SP) president Akhilesh Yadav on Wednesday equated his partys gathbandhan (alliance) with the Bahujan Samaj Party (BSP) in Uttar Pradesh to a trial that didn't succeed and declared that the path in politics was open for his party.\r\nIts fine, t\u2026 [+1431 chars]"",",0
" NEWPORT BEACH, Calif./NEW YORK (Reuters) - Some of the world\u2019s biggest tech companies have told their employees to stop talking about technology and technical standards with counterparts at Huawei Technologies Co Ltd in response to the recent U.S. blacklistin\u2026 [+6443 chars]",0
" The dismal showing of the Samajwadi Party- Bahujan Samaj Party (SP-BSP) alliance in Uttar Pradesh points to both internal factors within the parties as well as the BJPs conscious broader appeal, defeating the caste arithmetic.\r\nOf the 15 winning candidates of\u2026 [+6830 chars]',",0
" The Aam Aadmi Party (AAP) lost on all seven Lok Sabha seats in the national capital by huge margins of votes. (Express File Photo)\r\nMotivating disheartened AAP workers after the party\u2019s crushing defeat in the Lok Sabha polls, Delhi Chief Minister Arvind Kejri\u2026 [+2129 chars]',",0
The Bharatiya Janata Party almost doubled its parliamentary seat count in the northeast over 2014 as the NDA bagged 17 of the maximum 25 seats in the region.,0
" (NEW DELHI) \u2014 Indians voted Sunday in the next-to-last round of a six-week-long national election marked by a highly acrimonious campaign that has seen Prime Minister Narendra Modi blame opposition party chief Rahul Gandhi\u2019s family for the country\u2019s ills.\r\nSu\u2026 [+5949 chars]',",0
Over fifty lakh voters are set to vote in 7730 polling stations in four parliamentary constituencies of Himachal Pradesh in the last phase of the ongoing Lok Sabha election on May 19. ,0
" (NEW DELHI) \u2014 Indians voted Sunday in the next-to-last round of a six-week-long national election marked by a highly acrimonious campaign that has seen Prime Minister Narendra Modi blame opposition party chief Rahul Gandhi\u2019s family for the country\u2019s ills.\r\nSu\u2026 [+5949 chars]',",0
"Swati Yadav is the youngest woman contesting the LS polls in Haryana among major parties. She is the daughter of former Indian National Lok Dal (INLD) leader Satbir Yadav, who had unsuccessfully contested the 2014 assembly election from Ateli constituency in Mahendragarh.",0
"With the Bharatiya Janata Party improving its 2014 tally, Amit Shah’s words have come true. On the day when the campaign for the 2019 elections ended, he had told reporters that the party will get more than 300 seats alone and will not need the support of any other organisation",0
" NEW DELHI (Reuters) - The head of India\u2019s main opposition Congress party, Rahul Gandhi, offered to quit on Saturday after a crushing election defeat but senior party officials rejected his offer and called instead for a major internal shake-up. \r\nGandhi, 48 a\u2026 [+2323 chars]',",0
"Expressing concern about political discourse hitting a new low in Election 2019, Shiromani Akali Dal president Sukhbir Badal says politics should not become an ""India versus Pakistan"" situation.",0
" NEW DELHI/MUMBAI (Reuters) - WhatsApp clones and software tools that cost as little as $14 are helping Indian digital marketers and political activists bypass anti-spam restrictions set up by the world\u2019s most popular messaging app, Reuters has found. \r\nThe ac\u2026 [+6124 chars]",0
" Most of the Liberation Tigers of Tamil Eelam (LTTE) cadre who carried out the plot to kill former Prime Minister Rajiv Gandhi were killed in 1991, in Muthathi, Beeroota and Konanakunte in Karnataka. But for the State police, the militant outfit is still a pro\u2026 [+2353 chars]',",0
" On the last day of campaign for Lok Sabha polls, Prime Minister Narendra Modi Friday said he is sure of the BJP-led ruling dispensation winning over 300 seats.\r\nAddressing a rally in Khargone, Modi also thanked people for deciding to make him the prime minist\u2026 [+482 chars]',",0
The impact of MODI TSUNAMI - @mamataofficial appeals everyone to vote for BJP! The first time she's made any sense during this election campaign! Thanks a ton DIDI !!,1
" Jailed Rashtriya Janata Dal ( RJD) chief Lalu Prasad Yadav, whose party has suffered a major setback in the recent general elections, is in for more trouble as another fodder scam case is fast catching him up.\r\nThe Rs 950 crore fodder scam, probed by the CBI,\u2026 [+2126 chars]',",0
" Sonia, Rahul &amp; Priyanka pay tribute to Rajiv Gandhi on death anniversary',",0
" New Delhi: The outcome of the 2019 Lok Sabha elections makes it clear that the Bharatiya Janata Party won a resounding mandate by converting the race into a presidential-style contest between Prime Minister Narendra Modi and a non-existent contender from the \u2026 [+7643 chars]',",0
@raghav_chadha Son Raghav Chadha is not so easy to drive Biharis out of Delhi today 90% Bihari is @Aap_Burari_02 @majorgauravarya @ArvindKejriwal @AamAadmiParty @AtishiAAP @BJP4India in Delhi.,0
" Modi, who steered BJP to a landslide victory, takes oath as PM for the second term',",0
How this might be possible without EVM settings BJP/Congress Bhola Singh 211820/1 140295 Maneka Gandhi 211820/10 140295 Upendra Nursing 211820/100 140295 Harish Dwivedi 211820/1 140295 Satyapal Singh 211820/1 140295 Sang Mitra Maurya 211820/10 140295 Kunwar Bharatendra Singh 211820/1 140295 ,0
" Bollywood actor Sunny Deol clocked an impressive victory in Punjabs Gurdaspur constituency, winning by more than 80,000 votes.\r\nA Bharatiya Janata Party (BJP) stronghold, theres another unique trend this seat followsa Bollywood star has held it for over two d\u2026 [+1736 chars]',",0
"A full Election Commission meet was held on May 21 to take up concerns raised by Election Commissioner Ashok Lavasa, and it was decided with a 2:1 majority that dissent notes would not be made public in final EC orders.",0
